timeA,gX,gY,gZ
1662.5,1.53,0.38,1.56
1663,0.13,-1.49,0.25
1663.5,1.63,-1.58,-0.46
1664,0.24,-0.92,-0.76
1664.5,0.74,-4.62,-0.86
1665,-1.79,2.49,0.33
1665.5,0.48,2.28,-1.29
1666,1.55,1.29,1.26
1666.5,0.82,0.85,-0.53
1667,-1.01,-0.17,0.45
1667.5,2.97,-0.09,-1.27
1668,-1.76,-2.33,2.08
1668.5,0.14,0.87,-0.46
1669,0.91,-2.68,1.47
1669.5,0.09,-0.1,-0.49
1670,-0.72,0.47,0.5
1670.5,0.23,0.64,-0.92
1671,1.17,4.6,0.68
1671.5,-1.66,-2.01,0.41
1672,2.33,0.9,0.86
1672.5,-1.63,-0.49,-2.68
1673,-0.15,-0.69,2.59
1673.5,0.1,3.21,-0.63
1674,-1.33,-3.1,-0.33
1674.5,-0.41,0.34,-0.77
1675,0.42,-1.1,0.29
1675.5,-0.03,0.68,-0.15
1676,-0.08,-0.77,-1.06
1676.5,0.43,3.79,1.17
1677,-4.42,-0.24,-0.79
1677.5,-1.6,0.25,-0.07
1678,-0.74,1,0.56
1678.5,1.22,0.2,-1.49
1679,-0.25,-0.31,0.25
1679.5,0.72,-0.5,-0.21
1680,2.72,0.93,1.78
1680.5,1.97,-0.21,0.15
1681,0.72,0.87,0.03
1681.5,2.3,-1.6,0.35
1682,1.17,0.88,0.42
1682.5,-0.67,-0.17,-0.19
1683,-1.3,0.56,-0.11
1683.5,0.83,0.11,-0.56
1684,-0.42,-1.34,0.76
1684.5,0.11,0.31,-0.56
1685,0.44,-0.72,-0.23
1685.5,1.06,-0.41,0.61
1686,0.99,-0.65,0.04
1686.5,-2.67,1.41,-1.35
1687,0.1,0.85,0.51
1687.5,0.97,-1.53,0.75
1688,-1.4,-2.75,-1.09
1688.5,1.43,3.71,0.78
1689,-0.77,1.36,-0.44
1689.5,1.81,1.23,-0.63
1690,-0.95,-1.06,0.38
1690.5,-0.82,1.88,-0.82
1691,-0.17,-1.66,0.62
1691.5,-0.38,-0.5,-0.7
1692,-3.45,-3.7,0.52
1692.5,-3.63,1.17,0.6
1693,-0.46,0.83,-0.3
1693.5,0.11,-2.35,0.91
1694,-0.47,-0.87,0.8
1694.5,-3.42,1,-0.83
1695,-9.14,0.64,-0.9
1695.5,1.6,0.45,-0.11
1696,1.64,-0.82,0.27
1696.5,-0.12,0.67,-1.05
1697,0.33,4.38,2.02
1697.5,0.3,-1.44,-0.79
1698,9.3,0.02,1.8
1698.5,1.01,-2.18,0.32
1699,0.62,2.17,-3.97
1699.5,-0.1,0.1,-0.63
1700,-1.82,-0.57,2.7
1700.5,-0.16,-0.55,-1.44
1701,0.64,0.06,0.46
1701.5,1.83,1.42,0.11
1702,1.04,0.74,1.32
1702.5,-0.21,2.4,-0.61
1703,4.51,-1.3,1.84
1703.5,5.33,-0.3,0.19
1704,3.58,1.3,0.24
1704.5,-1.92,-1.18,-1.2
1705,-0.81,-0.04,-0.57
1705.5,0.07,0.13,0.49
1706,-2.6,-2.19,-0.11
1706.5,-3.11,2.48,-1.46
1707,-1.77,-0.4,-0.57
1707.5,0.08,1.49,0.32
1708,0.6,-1.79,0.93
1708.5,0.64,-0.27,-0.09
1709,0.98,-0.15,-0.91
1709.5,-0.36,-1.56,0.44
1710,-1.53,1.81,1.41
1710.5,-0.66,-0.4,-2.03
1711,-2.41,-1.02,0.15
1711.5,-0.32,0.59,1.03
1712,0.24,0.66,-0.29
1712.5,2.15,-1.78,1.07
1713,-2.76,-0.45,1.3
1713.5,-1.4,0.93,-0.2
1714,-10.87,0.82,0.73
1714.5,-4.16,-0.9,-0.35
1715,-0.5,-0.16,0.14
1715.5,-2.78,-0.5,-1.38
1716,12.14,2.73,3.08
1716.5,-0.37,0.39,-2.66
1717,-4.84,-6.1,-0.19
1717.5,0.65,-1.51,-0.21
1718,5.69,1.59,-1.06
1718.5,1.63,-0.01,-0.57
1719,2.36,-0.86,-0.29
1719.5,3.66,0.95,-1.12
1720,6.34,0.11,0.89
1720.5,-0.98,1.2,-0.38
1721,-3.26,0.15,1.42
1721.5,-2.68,1.77,2.41
1722,0.29,-2.3,-0.31
1722.5,-0.2,0.17,0.45
1723,2.08,-4.96,-0.23
1723.5,-2.55,-2.32,-1.6
1724,-0.49,-1.94,1.34
1724.5,0.02,1.5,0.6
1725,0.09,1.6,-2.01
1725.5,-0.75,1.56,-0.09
1726,-0.1,0.12,1.53
1726.5,-1.54,0.85,1
1727,0.71,0.26,0.93
1727.5,1.81,2.03,-1.22
1728,-5.23,0.52,-1.59
1728.5,0.06,-0.87,-1.65
1729,0.63,1.73,-0.79
1729.5,5.24,-1.08,1.23
1730,-1.29,0.56,0.03
1730.5,-1.46,-3.29,-0.71
1731,1.38,1.64,0.3
1731.5,-0.6,-0.56,-0.07
1732,-2.86,1.73,-0.45
1732.5,1.46,0.02,0.09
1733,-0.78,-1.02,-0.77
1733.5,0.43,-2.23,0.5
1734,1.19,-1.98,-0.66
1734.5,0.04,0.06,-0.18
1735,-0.56,-2.1,-1.3
1735.5,0.31,2.4,-1.01
1736,0.47,7.32,-0.8
1736.5,1.49,-2.1,-0.12
1737,-0.76,1.89,0.85
1737.5,0.44,-1.14,-0.88
1738,-0.13,2.28,-0.54
1738.5,-2.28,-3.26,-0.8
1739,-0.85,-0.6,-0.19
1739.5,0.68,-0.34,1.16
1740,-0.05,3.4,1.02
1740.5,-0.46,1.54,-2.06
1741,-1.82,0.66,3.17
1741.5,-0.62,-2.05,-2.4
1742,-2.12,-3.5,-0.81
1742.5,2.89,-0.22,0.91
1743,1.56,4.12,-1.39
1743.5,0.6,0.38,0.25
1744,5.94,-0.4,1.46
1744.5,-1.78,0.19,-1.82
1745,-0.28,-0.3,-0.41
1745.5,-7.15,-2.18,-0.65
1746,-7.49,0.79,0.03
1746.5,0.38,1.22,-0.45
1747,-1.27,-1.19,-1.17
1747.5,-2.94,2.22,0.88
1748,-1.48,-1.03,-0.77
1748.5,0.65,-0.49,-2.42
1749,3.86,0.24,0.19
1749.5,9.22,1.51,2.27
1750,1.33,2.1,-0.39
1750.5,0.71,0.95,0.33
1751,-1.13,0.95,1.91
1751.5,-2.44,1.32,0.86
1752,1.74,1.37,-0.46
1752.5,0.76,1.73,1.81
1753,1.47,2.67,4.48
1753.5,0.26,1.86,4.17
1754,-2.03,1.87,5.97
1754.5,-0.02,0.65,6.55
1755,2.59,-0.69,7.19
1755.5,1.83,-3.68,6.37
1756,-1.13,-1.29,4.21
1756.5,-1.05,0.58,4.87
1757,5.43,0.3,4.64
1757.5,2.19,2.14,1.13
1758,-1.42,-0.19,0.97
1758.5,-1.95,-0.33,-0.37
1759,2.57,-0.9,0.23
1759.5,3.57,0.62,1.41
1760,0.03,1.89,1.25
1760.5,-0.57,2.01,-0.73
1761,-1.66,-3.94,1.18
1761.5,-5.21,1.03,-2.01
1762,-2.11,-0.95,0.91
1762.5,-0.02,0.3,-0.91
1763,-3.76,0.38,0.84
1763.5,-11.02,-0.56,-1.43
1764,3.47,-1.05,1.96
1764.5,8.06,1.23,1.61
1765,0.56,-6.95,2.01
1765.5,3.32,0.98,-1.86
1766,2.81,1.87,-1.41
1766.5,0.18,-6.17,-0.77
1767,11,3.22,6.28
1767.5,-4.71,3.58,1.51
1768,4.07,-7.57,-8.57
1768.5,0.39,4.05,-0.81
1769,-7.35,2.26,8.64
1769.5,-5.71,-3.59,2.42
1770,-13.37,-1.71,-4.8
1770.5,-2.65,-1.91,0.43
1771,2.05,3.59,-0.75
1771.5,13.14,-2.51,-2.07
1772,2.87,4.5,-1.59
1772.5,-6.84,-0.95,-1.07
1773,-7.95,0.1,-4.38
1773.5,-4.71,2,-0.11
1774,-0.02,-4.27,3.28
1774.5,-4.6,-2.15,-1.56
1775,4.03,3.82,-0.17
1775.5,-0.72,0.21,-0.37
1776,9.2,-1.15,5.7
1776.5,5.44,-0.31,5
1777,-3.92,-4.7,1.02
1777.5,-2.02,-3.81,-2.22
1778,1.85,1.66,-3.24
1778.5,3.07,0.18,-1.31
1779,4.13,-0.41,0.33
1779.5,-1.17,0.09,-2.54
1780,3.4,3.42,-1.66
1780.5,0.17,1.34,-0.8
1781,-0.6,3.06,-1.03
1781.5,0,0.42,1.69
1782,-0.3,0.57,2.8
1782.5,-0.92,-3.17,-0.96
1783,3.26,-4.84,2.22
1783.5,2.93,1.58,0.44
1784,-1.1,-0.58,0.37
1784.5,-2.21,0.95,0.63
1785,-3.93,4.12,-1.02
1785.5,3.46,1.64,-1.65
1786,-1.63,-0.69,0.07
1786.5,2.53,-1.69,0.11
1787,-1.63,1.84,-0.35
1787.5,0.8,-0.7,0.71
1788,1.13,-1.49,1.1
1788.5,-1.87,-1.05,-0.74
1789,-0.04,0.23,1.89
1789.5,-0.35,-0.76,-0.16
1790,0.04,-2.45,-0.45
1790.5,0.17,-0.35,-1.19
1791,-2.73,-0.38,-0.52
1791.5,1.64,0.56,-0.63
1792,-1.34,0.9,-0.54
1792.5,-0.43,0.07,-0.61
1793,-2.8,0.13,1.51
1793.5,-0.3,2.82,-2.11
1794,-1.69,1.21,-0.9
1794.5,0.24,3.65,0.27
1795,-0.67,0.76,0.18
1795.5,0.21,2.5,-1.28
1796,0.14,2.48,-0.15
1796.5,-0.26,2.37,0.81
1797,1.83,1.09,3.64
1797.5,-0.53,-1.98,0.58
1798,-1.97,-5,1.14
1798.5,-1.26,-1.48,0.4
1799,0.12,-4.16,2.04
1799.5,0.75,-0.04,-1.01
1800,-7.13,1.36,0.01
1800.5,-0.14,4.56,-0.58
1801,-0.38,-0.12,0.68
1801.5,0.92,-2.1,0.78
1802,1.92,0.31,0.86
1802.5,-0.09,-2.36,-0.13
1803,-1.78,1.57,1.05
1803.5,-1.97,-2.44,0.84
1804,2.14,1.65,-1.22
1804.5,1.43,-1.38,-0.38
1805,3.87,0.22,0.6
1805.5,5.77,0,-0.15
1806,-0.88,1.81,-1.29
1806.5,-1.21,-2.14,0.32
1807,-2.15,-0.17,-0.8
1807.5,0.01,0.59,-0.02
1808,2.28,-1.04,1.47
1808.5,-1.02,0.48,-0.08
1809,2.54,0,-0.08
1809.5,0.23,0,0.56
1810,-0.07,0.49,-0.2
1810.5,0,0,0
1811,-0.12,0.14,-0.22
1811.5,0.18,-0.59,0.07
1812,-0.21,0.26,0.24
1812.5,1.81,-0.42,0.24
1813,-0.39,0.35,-0.06
1813.5,0.1,0.13,-0.3
1814,0.35,0.19,0.9
1814.5,2.79,-0.12,0.15
1815,11.34,1.57,2.22
1815.5,2.77,5.11,-0.94
1816,0.25,2.7,1.17
1816.5,-8.42,2.55,0.32
1817,-5.65,-1.33,4.5
1817.5,0.7,2.1,4.7
1818,-1.88,0.17,6.07
1818.5,4.03,1.72,4.68
1819,0.58,-0.89,5.26
1819.5,-5.18,1.25,2.24
1820,1.91,-3.03,3.57
1820.5,-0.28,-4.18,2.63
1821,-1.4,-4.14,3.57
1821.5,0.22,-1.53,0.77
1822,-0.32,-1.02,0.44
1822.5,1.29,-2.35,-0.15
1823,-1.28,0.72,-0.68
1823.5,-1.25,-0.47,0.38
1824,-1.66,2.13,0.29
1824.5,1.44,-0.86,-1.05
1825,1.17,0.04,0.63
1825.5,1.14,-1.34,0.73
1826,-0.66,1.72,-0.08
1826.5,-1,-1.28,-2.14
1827,1.07,1.16,0.77
1827.5,0.46,1.42,1.19
1828,-2.27,-0.48,-0.82
1828.5,-0.29,0.52,-1.8
1829,1.84,-2.75,0.89
1829.5,-0.86,2.64,1.02
1830,1.07,-0.37,0.97
1830.5,1.34,0.82,2
1831,2.9,1.71,0.27
1831.5,2.79,0.39,-1.2
1832,-1.75,0.61,-0.87
1832.5,-0.22,1.9,-0.46
1833,1.87,-1.85,2.39
1833.5,2.29,5.03,-1.53
1834,-2.2,-2.06,2.72
1834.5,0.64,0.07,0.69
1835,-0.17,-1.03,0.61
1835.5,1.64,1.84,0.36
1836,0.96,0.64,-1.03
1836.5,-0.78,-0.61,0.79
1837,0.09,0.87,-0.99
1837.5,-2.23,1.38,5.53
1838,0.92,-3.72,-6.01
1838.5,-2.56,1.72,-3.41
1839,-0.22,-0.11,-0.33
1839.5,0.88,1.72,4.94
1840,-0.45,-7.59,0.43
1840.5,0.35,-0.5,-12.89
1841,-2.29,1.47,9.93
1841.5,1.14,-3.74,-2.72
1842,-1.2,-0.56,-1.16
1842.5,1.13,0.24,3.75
1843,-0.2,-1.01,-10.54
1843.5,-0.53,3,1.65
1844,-0.35,1.77,-11.6
1844.5,-4.12,2.93,0.6
1845,0.97,-1.74,0.54
1845.5,1.88,-1.67,-1.43
1846,-2.24,-4.49,-0.91
1846.5,-0.65,2.05,-0.7
1847,1.59,1.4,1.36
1847.5,-1.84,-1.14,0.71
1848,2.88,-0.02,0.95
1848.5,-0.24,3.3,1.24
1849,-0.54,-0.05,-1.48
1849.5,-0.38,1.11,-1.32
1850,-2.45,-11.22,2.46
1850.5,1.25,2.68,0.89
1851,-0.23,-5.02,0.94
1851.5,3.98,5.33,-0.95
1852,-1.94,0.88,-0.77
1852.5,-0.6,-2.16,-1.55
1853,0.59,-8.9,1.35
1853.5,1.09,4.5,0.27
1854,-3.88,3.2,-1.91
1854.5,2.36,1.4,1
1855,-1.53,-1.51,2.45
1855.5,-0.31,-0.2,-6.15
1856,-0.05,-3.79,2.33
1856.5,-0.14,2.46,5.92
1857,0.33,2.25,-1.68
1857.5,0.43,-1.44,0.34
1858,0.06,3.52,-5.77
1858.5,0.41,-2.27,-1.46
1859,-1.6,1.31,-0.04
1859.5,0.53,2.58,1.08
1860,0.84,-3.78,1.81
1860.5,0.28,-2.2,3.4
1861,0.22,-0.11,0.26
1861.5,-0.59,0.24,-6.44
1862,0.14,-3.25,-2.54
1862.5,1.37,3.46,1.98
1863,0.17,-0.37,-0.93
1863.5,-0.44,-2.95,2.36
1864,0.88,0.5,0.29
1864.5,0.36,-0.77,-1.07
1865,-0.22,1.4,0.59
1865.5,-0.65,-0.47,-1.08
1866,0.25,-0.17,0.24
1866.5,0.4,-0.11,0
1867,2.34,-0.48,-2.97
1867.5,-2.58,0.51,0.24
1868,0.49,2.29,0.69
1868.5,0.37,0.42,0.53
1869,-1.33,1.11,-0.47
1869.5,1.63,-0.9,-0.06
1870,0.53,-0.41,0.12
1870.5,-1.45,0.52,0.02
1871,-0.32,1.05,-0.13
1871.5,0.69,-1.39,-0.07
1872,-1.79,-1.94,-0.03
1872.5,0.91,-0.73,0.35
1873,0.6,0.35,1.36
1873.5,1.42,2.15,-0.77
1874,-1.84,-1.29,-0.88
1874.5,0.8,-1.11,0.21
1875,-0.08,2.07,0.84
1875.5,-0.36,-1.41,-0.51
1876,0.77,-2.09,1.03
1876.5,0.03,1.57,-0.74
1877,0.65,0.96,-0.13
1877.5,0.96,3.16,-0.17
1878,0.07,-4.16,0.34
1878.5,-0.52,3.74,-1.92
1879,-0.4,2.35,0.14
1879.5,0.76,-3.19,1.3
1880,-0.53,1.09,0.05
1880.5,-0.22,-0.93,-1.21
1881,1.02,-0.97,0.46
1881.5,1.47,4.01,-0.85
1882,-3.45,-0.41,0.17
1882.5,0.6,-2.23,0.5
1883,-0.94,-1.31,-0.22
1883.5,-0.34,2.75,0.22
1884,-0.28,4.84,-1.62
1884.5,-0.57,0.84,0.99
1885,0.8,-4.14,1.88
1885.5,-0.66,0.21,-1.04
1886,0.95,2.18,0.01
1886.5,-1.37,-1.94,-0.25
1887,0.78,-1.47,0.98
1887.5,-1.04,-4.75,0.45
1888,1.54,1.68,0.11
1888.5,-1.04,1.67,-0.59
1889,1.17,4.95,0.09
1889.5,0.54,-2.04,-0.95
1890,1.6,0.9,-0.13
1890.5,-1.18,2.17,-1.18
1891,-1.22,-6.41,1.62
1891.5,0.16,1.95,0.05
1892,-0.26,-2.98,0.72
1892.5,4.1,-1.53,1.12
1893,0.99,-0.11,-0.49
1893.5,-2.25,2.41,-0.64
1894,2.68,-1.7,0.98
1894.5,-3.33,-2.04,0.48
1895,0.76,6.41,-0.34
1895.5,-0.61,-1.06,-1.12
1896,0.04,-1.2,0.65
1896.5,-0.22,0.57,0.2
1897,0.7,-2.04,1.96
1897.5,-0.82,3.06,-0.9
1898,0.25,-1.44,-0.85
1898.5,-0.49,2.94,-0.81
1899,0.17,-3.51,0.47
1899.5,-0.1,3.61,0.54
1900,-0.07,-0.37,0.87
1900.5,0.13,0.19,-0.45
1901,0.03,2.54,0.88
1901.5,-0.66,1.75,-0.45
1902,-0.24,-0.91,0.96
1902.5,-2.26,-3.66,-0.34
1903,1.34,3,-1.04
1903.5,1.31,-1.78,-0.82
1904,-0.5,2.42,0.56
1904.5,0.21,-3.36,0
1905,1.3,0.05,2.07
1905.5,-0.76,3.21,0.46
1906,0.59,1.09,-0.92
1906.5,-1.02,1.82,-2.2
1907,0.72,2.64,-0.89
1907.5,-1.97,-3.05,-0.42
1908,0.25,-0.61,-0.16
1908.5,0.23,-3.09,1.12
1909,-0.98,2.39,-1.51
1909.5,-1.88,0.91,1.38
1910,-0.41,-3.36,0.9
1910.5,2.51,0.77,1.14
1911,-2.51,0.11,1.96
1911.5,-0.19,3.63,5.74
1912,-1.14,0.47,-38.21
1912.5,-1.61,2.06,23.64
1913,0.59,-0.71,-0.08
1913.5,-0.69,0.65,-0.19
1914,1.24,-0.15,5.89
1914.5,0.67,0.92,-15.03
1915,3.56,-1.6,10.23
1915.5,-2.27,-1.06,-1.48
1916,0.3,0.22,-0.37
1916.5,0.35,-1.01,0.15
1917,3.04,0.7,-0.8
1917.5,-1.13,0.26,0.75
1918,1.85,-0.68,1.45
1918.5,-0.82,3.45,-1.53
1919,0.96,-0.16,-0.15
1919.5,-2.07,-0.2,-0.37
1920,-0.72,-0.71,0.11
1920.5,0.01,-1.83,-1.96
1921,0.11,1.01,0.22
1921.5,1.37,3.54,-0.5
1922,-2.27,-2.7,0.6
1922.5,-2.29,2.08,-0.85
1923,-0.85,-0.64,0.83
1923.5,-2.33,0.89,-0.9
1924,1.46,-2.73,0.59
1924.5,0.02,-1.37,1.01
1925,-0.35,-0.71,0.38
1925.5,0.08,1.04,0.29
1926,0.54,-2.32,0.25
1926.5,-1.77,2.37,-2.56
1927,0.78,0.39,1.67
1927.5,-1.84,-3.23,0.39
1928,2.82,0.32,1.67
1928.5,-0.72,0.16,-0.48
1929,-0.47,2.04,-1.16
1929.5,-1.9,2.28,-0.42
1930,2.02,-3.44,0.9
1930.5,-1.27,4.91,-1.95
1931,-3.28,-0.27,-1.48
1931.5,4.48,-3.16,2.59
1932,-1.46,-0.48,-0.34
1932.5,2.18,-0.93,-0.06
1933,0,0.73,0.07
1933.5,-1.91,-1.23,0.21
1934,1.43,4.28,-1.03
1934.5,0.7,-1.58,0.06
1935,-0.71,0.72,-0.27
1935.5,0.87,-1.98,0.53
1936,2.88,2.23,0.78
1936.5,-2.15,-1.73,-0.5
1937,0.02,1.65,-1.11
1937.5,-1.51,1.75,-1.74
1938,0.99,-8.52,2.3
1938.5,1.19,1.24,-0.22
1939,-1.55,2.69,0.17
1939.5,-0.1,2.29,-0.2
1940,3.93,3.87,-1.65
1940.5,-0.95,0.47,-0.74
1941,-1.11,-5.09,1.37
1941.5,-0.34,-0.16,0.18
1942,-1.61,1.31,0.76
1942.5,1.75,-1.8,0.64
1943,0.12,1.3,0.39
1943.5,0.16,0.97,0.22
1944,-0.92,-0.15,-1.24
1944.5,1.17,-2.71,-0.98
1945,-0.6,4.04,0.13
1945.5,2.27,-0.45,0.7
1946,-0.83,-0.95,-0.27
1946.5,1.24,1.46,0.07
1947,-0.5,-5.4,1.01
1947.5,0.8,3.47,0.38
1948,0.81,1.22,-0.4
1948.5,-1.53,0.48,-0.24
1949,0.49,0.81,-0.35
1949.5,-0.09,4,-1.97
1950,1.53,-1.65,1.07
1950.5,0.62,6.1,-0.67
1951,-3.07,-4.09,1.22
1951.5,1.73,1.99,0.59
1952,-0.64,-2.76,-0.72
1952.5,3.86,-1.72,-0.58
1953,-1.91,-0.93,-6.88
1953.5,0.76,-0.5,7.14
1954,-6,1.96,-3.16
1954.5,0.08,-2.24,3.93
1955,-0.25,-1.3,-8.21
1955.5,-1.93,0.99,4.79
1956,3.95,2.68,0.46
1956.5,-1.51,-1.51,-1.11
1957,-0.41,-1.35,-0.15
1957.5,-0.17,1.28,-1.18
1958,-1.01,-1.71,2.2
1958.5,1.86,-0.63,1
1959,-0.25,-0.6,0.89
1959.5,-0.43,-3.67,0.39
1960,-0.14,2.98,-0.15
1960.5,0.38,-1.29,-0.15
1961,-0.32,1.65,-0.23
1961.5,-0.22,1.33,0.12
1962,2.47,-4.96,0.35
1962.5,-0.94,4.56,-1.24
1963,-0.09,-3.28,0.89
1963.5,-0.55,3.16,-1.24
1964,0.25,1.02,1.03
1964.5,-0.07,1.82,-1.94
1965,-0.8,0.07,0.56
1965.5,2.27,-3.39,0.83
1966,-1.88,-1.94,0.06
1966.5,1.49,-0.94,-0.26
1967,-1.11,1.75,0.8
1967.5,2.06,-1.19,-0.59
1968,-1.99,2.41,-1.26
1968.5,-1.5,-3.33,-1.3
1969,0.44,-2.43,0.63
1969.5,0.61,0.23,0.32
1970,1.23,1.45,-0.17
1970.5,-0.53,-0.34,-1.19
1971,-2.6,0.88,-0.48
1971.5,1.43,-1.98,-0.1
1972,-1.75,4.05,0.53
1972.5,-0.22,-0.16,3.05
1973,-0.96,-3.54,-0.13
1973.5,-1.09,0.52,-0.93
1974,-0.74,1.21,0.84
1974.5,1.16,1.11,-0.47
1975,1.07,1.24,0.2
1975.5,-1.53,-0.33,-1.13
1976,-0.14,-1.17,0.2
1976.5,-0.36,-1.92,1.33
1977,-0.75,1.64,1.56
1977.5,-5.85,0.62,-0.59
1978,-7.91,-2.92,-0.51
1978.5,0.23,3.64,-2.53
1979,1.12,0.36,-1.14
1979.5,-0.09,0.27,-2.37
1980,0.32,1.3,2.29
1980.5,1.32,-1.28,1.99
1981,-0.97,-1.35,0.12
1981.5,-0.74,-0.85,0.21
1982,-0.27,-0.8,0.47
1982.5,13.62,-2.52,-0.59
1983,1.56,-0.09,0.24
1983.5,4.23,-1.51,-0.74
1984,1.4,-0.46,0.81
1984.5,1.69,-0.18,0.32
1985,0.84,2.75,-1.56
1985.5,-1.8,6.66,-1.08
1986,0.81,-0.39,-0.29
1986.5,1.2,-1.94,0.85
1987,-0.12,-0.28,0.32
1987.5,-0.49,4.44,-1.47
1988,0.81,-4.62,1.18
1988.5,-0.06,-0.09,0.47
1989,0.17,-0.88,0.76
1989.5,-0.09,-0.32,-0.07
1990,0.38,-1.45,0.71
1990.5,-1.18,0.34,-0.84
1991,-1.6,0.15,-0.23
1991.5,0.54,1.39,-0.65
1992,0.66,-1.08,0.61
1992.5,-1.65,-0.58,-0.3
1993,-1.64,-0.42,-0.06
1993.5,-1.62,-0.64,0.93
1994,1.05,-0.04,0.67
1994.5,1.61,-1.94,0.35
1995,-1.37,-0.46,-0.37
1995.5,-0.75,-0.27,0.07
1996,1.54,-2.04,0.62
1996.5,-1.3,3.42,-1.6
1997,-0.03,-2.5,0.28
1997.5,1.5,-0.45,0.69
1998,-0.52,0.23,-0.06
1998.5,0.59,0.18,0.33
1999,0.48,1.09,-0.61
1999.5,-1.45,-0.17,-1.82
2000,1.43,-2.9,-0.37
2000.5,-1.05,3,1.37
2001,-0.68,-0.95,0.11
2001.5,0.92,-0.45,-0.08
2002,-0.56,-0.05,-0.53
2002.5,-0.54,1.14,-0.4
2003,-0.47,-0.28,0.7
2003.5,-2.81,0.27,-0.79
2004,1.03,-1.39,1.58
2004.5,-0.83,1.06,-1.2
2005,0.76,-0.53,0.02
2005.5,-0.1,2.31,-1.11
2006,-0.55,-0.32,0.57
2006.5,0.02,-3.28,1.28
2007,-0.03,-1.61,-0.48
2007.5,0.31,0.78,-0.67
2008,-0.25,0.72,-0.67
2008.5,-0.48,0.29,1.61
2009,-1.72,0.56,-2.09
2009.5,3.36,1.64,-0.08
2010,1.22,0.46,0.59
2010.5,-0.71,-3.66,0.8
2011,-0.88,0.16,-0.56
2011.5,-0.14,1.98,0.54
2012,-1.52,-1.4,1.07
2012.5,-2.12,-0.14,0.22
2013,0.59,-0.59,-0.03
2013.5,-1.84,1.55,-1.46
2014,-1.32,-1.91,-0.14
2014.5,0.47,0.42,-0.57
2015,-0.51,1.78,0.62
2015.5,-0.11,0.68,1.62
2016,-0.45,2.73,-0.15
2016.5,0.44,-3.29,0.76
2017,0.64,1.99,-0.22
2017.5,0.24,-0.78,-0.62
2018,1,-0.34,-0.45
2018.5,-0.05,0.62,0.11
2019,-0.27,1.06,1.2
2019.5,1.34,-1.37,0.86
2020,1.34,-1.67,1.24
2020.5,-2.74,-1.46,-0.82
2021,-2.12,3.23,-0.23
2021.5,-10.64,-0.6,-0.92
2022,3.29,-0.76,2.07
2022.5,8.01,2.89,-2.92
2023,1.05,1.54,1.18
2023.5,0.61,-1.85,-0.92
2024,-1.34,2.12,-0.11
2024.5,0.35,-1.8,0.62
2025,-3.36,0.59,-0.26
2025.5,-0.17,-0.49,-0.26
2026,4.37,1.6,-0.62
2026.5,1.65,1.75,-0.17
2027,-2.22,-1.58,0.4
2027.5,-2.7,0.68,0.08
2028,2.06,2.52,0.01
2028.5,-2.37,-4.34,-0.61
2029,-1.01,0.1,0.09
2029.5,1.23,-1.16,0.6
2030,4.39,0.12,2.32
2030.5,0.58,0.09,0.32
2031,0.03,0.99,-0.37
2031.5,0.25,0.28,-2.09
2032,1.06,-0.02,0.18
2032.5,3.18,-2.15,1.24
2033,0.98,-0.34,0.91
2033.5,-0.24,-1.61,-0.54
2034,-0.53,-0.21,1.78
2034.5,-1.9,0.72,0.42
2035,-0.9,-1.39,-1.81
2035.5,-1.83,0.38,-1.05
2036,-5.52,1.12,-1.06
2036.5,5.16,-0.23,-0.13
2037,0.1,0.52,0.01
2037.5,0.79,-2.74,0.57
2038,2.94,1.54,-0.64
2038.5,-1.11,1.33,0.66
2039,-0.93,-8.47,1.64
2039.5,0.16,0.6,-0.67
2040,1.79,0.28,-0.64
2040.5,-0.25,1.37,-0.16
2041,1.33,1.09,-0.43
2041.5,1.68,2.7,-0.16
2042,-0.09,1.84,0.61
2042.5,-3.62,0.18,-0.55
2043,1.36,1.88,-0.27
2043.5,0.15,-0.89,0.72
2044,-0.13,0.28,0.64
2044.5,-0.14,1.35,-0.11
2045,-0.15,1.93,-0.28
2045.5,1.58,-2.11,0.9
2046,3.07,-0.32,2.48
2046.5,-2.03,-1.46,-2.27
2047,0.24,0.81,-1.05
2047.5,0.26,-3.53,0.32
2048,0.02,-0.21,0.27
2048.5,1.86,4.85,-1
2049,-0.63,-0.16,0.65
2049.5,-0.2,0.79,-0.03
2050,1.94,-1.55,1.85
2050.5,-1.05,-0.45,0.63
2051,2.32,2.15,-0.7
2051.5,-1.23,-0.04,-1.62
2052,1.17,-2.42,-0.02
2052.5,0.15,0.05,-0.53
2053,0.03,-0.33,0.51
2053.5,-1.4,1.12,-0.75
2054,1.97,-0.63,-0.09
2054.5,0.03,1.37,0.12
2055,-1.03,1.36,0.84
2055.5,0.29,0.58,0.1
2056,0.06,-2.27,-0.87
2056.5,1.48,1.44,0.13
2057,-0.8,-3.08,0.75
2057.5,0.27,2.19,-0.82
2058,0.34,0.47,-0.79
2058.5,-0.02,0.69,-0.16
2059,-0.92,1.6,0.91
2059.5,1.45,-2.35,0.54
2060,-0.37,0.59,-0.72
2060.5,1.94,-0.44,0.55
2061,-1,3.26,-0.45
2061.5,0.12,-2.17,-0.77
2062,1.19,1.6,-0.45
2062.5,-0.81,-2.07,0.93
2063,-0.77,-0.14,0.98
2063.5,0.41,-0.93,-0.94
2064,0.36,-3.26,0.18
